pathway,Label,Bin.Id,SITE,Average_Abundance_at_Site,Domain,Phylum,Class,Order,Family,plot_classification
cysH,Sulfur_Assimilation,1015_Q2.40_239,QUI,2.265789065,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
cysJI_sir,Dissimilatory_Sulfur,0116_SJ02_40_515,SJO,1.979429178,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,Nitrososphaeria
cysJI_sir,Dissimilatory_Sulfur,0216_BV02_MP12.25,BVA,4.027056335,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,Nitrososphaeria
cysJI_sir,Dissimilatory_Sulfur,0216_BV02_MP12.60,BVA,2.645709387,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,Nitrososphaeria
cysJI_sir,Dissimilatory_Sulfur,1015_BV01_42,BVA,2.969808986,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,Nitrososphaeria
cysJI_sir,Dissimilatory_Sulfur,1015_Q2_299,QUI,1.796335619,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__CADDZS01,Nitrososphaeria
cysJI_sir,Dissimilatory_Sulfur,1015_Q2_337,QUI,3.494795551,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,Nitrososphaeria
cysJI_sir,Dissimilatory_Sulfur,1015_Q2_82,QUI,1.767763341,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,Nitrososphaeria
cysJI_sir,Dissimilatory_Sulfur,1015_Q2.40_109,QUI,3.957431502,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,Nitrososphaeria
cysJI_sir,Sulfur_Assimilation,1015_SJ02_166,SJO,3.212456475,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__CADDZS01,Nitrososphaeria
cysJI_sir,Dissimilatory_Sulfur,1015_SJ02_40_200,SJO,2.805406745,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,Nitrososphaeria
napAB_narGH,Denitrification,0116_SJ02_107_006,SJO,13.70658876,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
napAB_narGH,Denitrification,0116_SJ02_40_182,SJO,4.484370345,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Conexivisphaerales,f__DTJL01,Nitrososphaeria
nirK_nirS,Denitrification,0116_SJ02_107_005,SJO,16.41865719,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
nirK_nirS,Denitrification,0116_SJ02_107_006,SJO,13.70658876,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
nirK_nirS,Denitrification,0116_SJ02_275,SJO,4.855906444,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
nirK_nirS,Denitrification,0116_SJ02_297,SJO,5.148864648,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
nirK_nirS,Denitrification,0116_SJ02_40_027,SJO,14.35745757,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
nirK_nirS,Denitrification,0116_SJ02_40_039,SJO,6.957383798,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
nirK_nirS,Denitrification,0116_SJ02_558,SJO,1.561780639,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
nirK_nirS,Denitrification,0216_BV02_MP12.25,BVA,4.027056335,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,Nitrososphaeria
nirK_nirS,Denitrification,0715_SJ02_40_033,SJO,6.066482384,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
nirK_nirS,Denitrification,0715_SJ02_63,SJO,14.47150868,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
nirK_nirS,Denitrification,1015_BV01_42,BVA,2.969808986,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,Nitrososphaeria
nirK_nirS,Denitrification,1015_Q2_299,QUI,1.796335619,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__CADDZS01,Nitrososphaeria
nirK_nirS,Denitrification,1015_Q2_361,QUI,5.601983694,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
nirK_nirS,Denitrification,1015_Q2_82,QUI,1.767763341,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,Nitrososphaeria
nirK_nirS,Denitrification,1015_Q2_93,QUI,15.32442168,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
nirK_nirS,Denitrification,1015_Q2.107_337,QUI,14.418254,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
nirK_nirS,Denitrification,1015_Q2.107_386,QUI,5.139355168,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
nirK_nirS,Denitrification,1015_Q2.40_021,QUI,12.86422296,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
nirK_nirS,Denitrification,1015_Q2.40_109,QUI,3.957431502,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,Nitrososphaeria
nirK_nirS,Denitrification,1015_SJ02_166,SJO,3.212456475,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__CADDZS01,Nitrososphaeria
nosZ,Denitrification,0116_SJ02_107_005,SJO,16.41865719,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
nosZ,Denitrification,0116_SJ02_275,SJO,4.855906444,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
nosZ,Denitrification,0116_SJ02_347,SJO,11.35843984,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
nosZ,Denitrification,0116_SJ02_40_039,SJO,6.957383798,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
nosZ,Denitrification,0116_SJ02_558,SJO,1.561780639,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
nosZ,Denitrification,1015_Q2.107_386,QUI,5.139355168,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
sqr_fccAB,Dissimilatory_Sulfur,0116_SJ02_107_005,SJO,16.41865719,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
sqr_fccAB,Dissimilatory_Sulfur,0116_SJ02_107_006,SJO,13.70658876,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
sqr_fccAB,Dissimilatory_Sulfur,0116_SJ02_23,SJO,7.139421817,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
sqr_fccAB,Dissimilatory_Sulfur,0116_SJ02_275,SJO,4.855906444,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
sqr_fccAB,Dissimilatory_Sulfur,0116_SJ02_40_027,SJO,14.35745757,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
sqr_fccAB,Dissimilatory_Sulfur,0116_SJ02_40_039,SJO,6.957383798,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
sqr_fccAB,Dissimilatory_Sulfur,0116_SJ02_40_515,SJO,1.979429178,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,Nitrososphaeria
sqr_fccAB,Dissimilatory_Sulfur,0116_SJ02_558,SJO,1.561780639,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
sqr_fccAB,Dissimilatory_Sulfur,0216_BV02_MP12.25,BVA,4.027056335,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,Nitrososphaeria
sqr_fccAB,Dissimilatory_Sulfur,0216_BV02_MP12.40.018,BVA,4.18110285,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,Nitrososphaeria
sqr_fccAB,Dissimilatory_Sulfur,0216_BV02_MP12.60,BVA,2.645709387,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,Nitrososphaeria
sqr_fccAB,Dissimilatory_Sulfur,0216_QUI02_67,QUI,1.888428821,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
sqr_fccAB,Dissimilatory_Sulfur,0715_SJ02_40_033,SJO,6.066482384,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
sqr_fccAB,Dissimilatory_Sulfur,0715_SJ02_63,SJO,14.47150868,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
sqr_fccAB,Dissimilatory_Sulfur,1015_BV01_42,BVA,2.969808986,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,Nitrososphaeria
sqr_fccAB,Dissimilatory_Sulfur,1015_Q2_152,QUI,4.011068198,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,Nitrososphaeria
sqr_fccAB,Dissimilatory_Sulfur,1015_Q2_265,QUI,19.86124492,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
sqr_fccAB,Dissimilatory_Sulfur,1015_Q2_299,QUI,1.796335619,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__CADDZS01,Nitrososphaeria
sqr_fccAB,Dissimilatory_Sulfur,1015_Q2_337,QUI,3.494795551,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,Nitrososphaeria
sqr_fccAB,Dissimilatory_Sulfur,1015_Q2_366,QUI,8.524269826,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
sqr_fccAB,Dissimilatory_Sulfur,1015_Q2_82,QUI,1.767763341,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,Nitrososphaeria
sqr_fccAB,Dissimilatory_Sulfur,1015_Q2.107_337,QUI,14.418254,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
sqr_fccAB,Dissimilatory_Sulfur,1015_Q2.107_373,QUI,4.835020782,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
sqr_fccAB,Dissimilatory_Sulfur,1015_Q2.107_386,QUI,5.139355168,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
sqr_fccAB,Dissimilatory_Sulfur,1015_Q2.40_109,QUI,3.957431502,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,Nitrososphaeria
sqr_fccAB,Dissimilatory_Sulfur,1015_Q2.40_239,QUI,2.265789065,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,Nitrososphaeria
sqr_fccAB,Dissimilatory_Sulfur,1015_SJ02_40_200,SJO,2.805406745,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,Nitrososphaeria
ureABC,NH4_pH_Homeostasis,0116_SJ02_40_515,SJO,1.979429178,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,Nitrososphaeria
ureABC,NH4_pH_Homeostasis,1015_Q2.40_109,QUI,3.957431502,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,Nitrososphaeria
aclAB_rubisco,aclAB_rubisco,0216_BV02_MP05.17.filtered,BVA,3.824324978,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__JACQBZ01,f__JACQBZ01,Nitrospiria
aclAB_rubisco,aclAB_rubisco,0216_QUI02_40_378,QUI,1.319931,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__JACQBW01,f__JACQBW01,Nitrospiria
aclAB_rubisco,aclAB_rubisco,0715_SJ02_concoct_176,SJO,4.218823,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__NS-4,Nitrospiria
aclAB_rubisco,aclAB_rubisco,1015_Q2_462,QUI,15.19633216,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,Nitrospiria
galactose_degradation,galactose_degradation,0216_BV02_MP05.17.filtered,BVA,3.824324978,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__JACQBZ01,f__JACQBZ01,Nitrospiria
galactose_degradation,galactose_degradation,0715_SJ02_concoct_176,SJO,4.218823,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__NS-4,Nitrospiria
galactose_degradation,galactose_degradation,1015_Q2_462,QUI,15.19633216,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,Nitrospiria
Hydrogenase_G4_FeFe,Hydrogenase_G4_FeFe,0216_QUI02_40_378,QUI,1.319931,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__JACQBW01,f__JACQBW01,Nitrospiria
Hydrogenase_G4_FeFe,Hydrogenase_G4_FeFe,0715_SJ02_concoct_176,SJO,4.218823,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__NS-4,Nitrospiria
Hydrogenase_G4_FeFe,Hydrogenase_G4_FeFe,1015_Q2_462,QUI,15.19633216,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,Nitrospiria
Hydrogenase_G4_FeFe,Hydrogenase_G4_FeFe,1015_Q2.40_526,QUI,1.209786854,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__JACQBW01,f__JACQBW01,Nitrospiria
mannose_degradation,mannose_degradation,0216_BV02_MP05.17.filtered,BVA,3.824324978,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__JACQBZ01,f__JACQBZ01,Nitrospiria
mannose_degradation,mannose_degradation,0216_QUI02_40_378,QUI,1.319931,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__JACQBW01,f__JACQBW01,Nitrospiria
mannose_degradation,mannose_degradation,0715_SJ02_concoct_176,SJO,4.218823,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__NS-4,Nitrospiria
mannose_degradation,mannose_degradation,1015_Q2_462,QUI,15.19633216,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,Nitrospiria
aprAB,Sulfur_Assimilation,0216_BV02_MP05.17,BVA,3.824324978,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__JACQBZ01,f__JACQBZ01,Nitrospiria
aprAB,Sulfur_Assimilation,0216_BV02_MP12.3,BVA,8.009554864,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__JACQBZ01,f__JACQBZ01,Nitrospiria
aprAB,Sulfur_Assimilation,1015_Q2.40_526,QUI,1.209786854,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__JACQBW01,f__JACQBW01,Nitrospiria
cyc2,Iorn,0216_BV02_MP05.17,BVA,3.824324978,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__JACQBZ01,f__JACQBZ01,Nitrospiria
cyc2,Iorn,0216_QUI02_40_378,QUI,1.3199309,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__JACQBW01,f__JACQBW01,Nitrospiria
cyc2,Iorn,0715_SJ02_concoct_176,SJO,4.218823478,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__NS-4,Nitrospiria
cyc2,Iorn,1015_Q2_462,QUI,15.19633216,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,Nitrospiria
cysC,Sulfur_Assimilation,0216_BV02_MP05.41,BVA,4.562821633,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,Nitrospiria
cysC,Sulfur_Assimilation,0715_SJ02_concoct_176,SJO,4.218823478,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__NS-4,Nitrospiria
cysC,Sulfur_Assimilation,1015_Q2_462,QUI,15.19633216,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,Nitrospiria
cysDN_sat,Sulfur_Assimilation,0216_BV02_MP05.17,BVA,3.824324978,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__JACQBZ01,f__JACQBZ01,Nitrospiria
cysDN_sat,Sulfur_Assimilation,0216_BV02_MP12.3,BVA,8.009554864,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__JACQBZ01,f__JACQBZ01,Nitrospiria
cysDN_sat,Sulfur_Assimilation,0216_QUI02_40_378,QUI,1.3199309,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__JACQBW01,f__JACQBW01,Nitrospiria
cysDN_sat,Sulfur_Assimilation,0715_SJ02_concoct_176,SJO,4.218823478,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__NS-4,Nitrospiria
cysDN_sat,Sulfur_Assimilation,1015_Q2_462,QUI,15.19633216,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,Nitrospiria
cysH,Sulfur_Assimilation,0216_BV02_MP05.17,BVA,3.824324978,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__JACQBZ01,f__JACQBZ01,Nitrospiria
cysH,Sulfur_Assimilation,0715_SJ02_concoct_176,SJO,4.218823478,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__NS-4,Nitrospiria
cysH,Sulfur_Assimilation,1015_Q2_462,QUI,15.19633216,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,Nitrospiria
cysJI_sir,Dissimilatory_Sulfur,0216_BV02_MP05.17,BVA,3.824324978,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__JACQBZ01,f__JACQBZ01,Nitrospiria
cysJI_sir,Dissimilatory_Sulfur,0216_BV02_MP12.3,BVA,8.009554864,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__JACQBZ01,f__JACQBZ01,Nitrospiria
cysJI_sir,Dissimilatory_Sulfur,0216_QUI02_40_378,QUI,1.3199309,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__JACQBW01,f__JACQBW01,Nitrospiria
cysJI_sir,Sulfur_Assimilation,0216_QUI02_40_378,QUI,1.3199309,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__JACQBW01,f__JACQBW01,Nitrospiria
cysJI_sir,Dissimilatory_Sulfur,0715_SJ02_concoct_176,SJO,4.218823478,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__NS-4,Nitrospiria
cysJI_sir,Dissimilatory_Sulfur,1015_Q2_462,QUI,15.19633216,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,Nitrospiria
cysJI_sir,Dissimilatory_Sulfur,1015_Q2.40_526,QUI,1.209786854,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__JACQBW01,f__JACQBW01,Nitrospiria
cysJI_sir,Sulfur_Assimilation,1015_Q2.40_526,QUI,1.209786854,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__JACQBW01,f__JACQBW01,Nitrospiria
napAB_narGH,Denitrification,1015_Q2_462,QUI,15.19633216,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,Nitrospiria
nirBD,Nitrogen_Assimilation,0216_BV02_MP05.17,BVA,3.824324978,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__JACQBZ01,f__JACQBZ01,Nitrospiria
nirBD,Nitrogen_Assimilation,0216_QUI02_40_378,QUI,1.3199309,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__JACQBW01,f__JACQBW01,Nitrospiria
nirBD,Nitrogen_Assimilation,1015_Q2.40_526,QUI,1.209786854,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__JACQBW01,f__JACQBW01,Nitrospiria
nirK_nirS,Denitrification,0216_BV02_MP05.17,BVA,3.824324978,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__JACQBZ01,f__JACQBZ01,Nitrospiria
nirK_nirS,Denitrification,0216_BV02_MP05.41,BVA,4.562821633,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,Nitrospiria
nirK_nirS,Denitrification,0715_SJ02_concoct_176,SJO,4.218823478,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__NS-4,Nitrospiria
nirK_nirS,Denitrification,1015_Q2_462,QUI,15.19633216,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,Nitrospiria
soxABCDXYZ/soxCD,Dissimilatory_Sulfur,0715_SJ02_concoct_176,SJO,4.218823478,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__NS-4,Nitrospiria
sqr_fccAB,Dissimilatory_Sulfur,0216_BV02_MP05.17,BVA,3.824324978,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__JACQBZ01,f__JACQBZ01,Nitrospiria
sqr_fccAB,Dissimilatory_Sulfur,0216_QUI02_40_378,QUI,1.3199309,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__JACQBW01,f__JACQBW01,Nitrospiria
ureABC,NH4_pH_Homeostasis,1015_Q2_462,QUI,15.19633216,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,Nitrospiria
Acetogenesis,Acetogenesis,0715_SJ02_40_101,SJO,7.003054,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Polyangiaceae,Other
arabinogalactan_degradation,arabinogalactan_degradation,0715_SJ02_40_101,SJO,7.003054,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Polyangiaceae,Other
arabinogalactan_degradation,arabinogalactan_degradation,1015_Q2_15,QUI,1.750607377,d__Bacteria,p__Myxococcota,c__Polyangia,o__Palsa-1104,f__Palsa-1104,Other
arabinogalactan_degradation,arabinogalactan_degradation,1015_Q2_427,QUI,1.81305547,d__Bacteria,p__Myxococcota,c__Polyangia,o__Haliangiales,f__SHYZ01,Other
arabinogalactan_degradation,arabinogalactan_degradation,1015_Q2_concoct.254,QUI,2.213108123,d__Bacteria,p__Myxococcota,c__Polyangia,o__Haliangiales,f__Haliangiaceae,Other
cellulose__degradation,cellulose__degradation,0715_SJ02_40_101,SJO,7.003054,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Polyangiaceae,Other
cooS_coxMS,cooS_coxMS,0715_SJ02_40_101,SJO,7.003054,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Polyangiaceae,Other
fructose_degradation,fructose_degradation,0715_SJ02_40_101,SJO,7.003054,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Polyangiaceae,Other
fructose_degradation,fructose_degradation,1015_Q2_15,QUI,1.750607377,d__Bacteria,p__Myxococcota,c__Polyangia,o__Palsa-1104,f__Palsa-1104,Other
fructose_degradation,fructose_degradation,1015_Q2_427,QUI,1.81305547,d__Bacteria,p__Myxococcota,c__Polyangia,o__Haliangiales,f__SHYZ01,Other
fructose_degradation,fructose_degradation,1015_Q2_concoct.254,QUI,2.213108123,d__Bacteria,p__Myxococcota,c__Polyangia,o__Haliangiales,f__Haliangiaceae,Other
galactose_degradation,galactose_degradation,0715_SJ02_40_101,SJO,7.003054,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Polyangiaceae,Other
galactose_degradation,galactose_degradation,1015_Q2_427,QUI,1.81305547,d__Bacteria,p__Myxococcota,c__Polyangia,o__Haliangiales,f__SHYZ01,Other
Hydrogenase_G4_FeFe,Hydrogenase_G4_FeFe,0715_SJ02_40_101,SJO,7.003054,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Polyangiaceae,Other
Hydrogenase_G4_FeFe,Hydrogenase_G4_FeFe,1015_Q2_15,QUI,1.750607377,d__Bacteria,p__Myxococcota,c__Polyangia,o__Palsa-1104,f__Palsa-1104,Other
Hydrogenase_G4_FeFe,Hydrogenase_G4_FeFe,1015_Q2_concoct.254,QUI,2.213108123,d__Bacteria,p__Myxococcota,c__Polyangia,o__Haliangiales,f__Haliangiaceae,Other
mannose_degradation,mannose_degradation,0715_SJ02_40_101,SJO,7.003054,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Polyangiaceae,Other
mannose_degradation,mannose_degradation,1015_Q2_15,QUI,1.750607377,d__Bacteria,p__Myxococcota,c__Polyangia,o__Palsa-1104,f__Palsa-1104,Other
mannose_degradation,mannose_degradation,1015_Q2_427,QUI,1.81305547,d__Bacteria,p__Myxococcota,c__Polyangia,o__Haliangiales,f__SHYZ01,Other
xylose_degradation_isomerase_pathway,xylose_degradation_isomerase_pathway,0715_SJ02_40_101,SJO,7.003054,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Polyangiaceae,Other
cyc2,Iorn,1015_Q2_15,QUI,1.750607377,d__Bacteria,p__Myxococcota,c__Polyangia,o__Palsa-1104,f__Palsa-1104,Other
cyc2,Iorn,1015_Q2_concoct.254,QUI,2.213108123,d__Bacteria,p__Myxococcota,c__Polyangia,o__Haliangiales,f__Haliangiaceae,Other
cysC,Sulfur_Assimilation,0715_SJ02_40_101,SJO,7.003054392,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Polyangiaceae,Other
